folder,filename,github_link
brain_tumor,brain_tumor_1778.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1778.jpg
brain_tumor,brain_tumor_0038 - Copy.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0038%20-%20Copy.jpg
brain_tumor,brain_tumor_0041.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0041.jpg
brain_tumor,brain_tumor_0197.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0197.jpg
brain_tumor,brain_tumor_0245.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0245.jpg
brain_tumor,brain_tumor_1797.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1797.jpg
brain_tumor,brain_tumor_0546.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0546.jpg
brain_tumor,brain_tumor_0644.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0644.jpg
brain_tumor,brain_tumor_0418.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0418.jpg
brain_tumor,brain_tumor_0025 - Copy (2).jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0025%20-%20Copy%20%282%29.jpg
brain_tumor,brain_tumor_1620.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1620.jpg
brain_tumor,brain_tumor_1974.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1974.jpg
brain_tumor,brain_tumor_0628.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0628.jpg
brain_tumor,brain_tumor_1733.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1733.jpg
brain_tumor,brain_tumor_1666.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1666.jpg
brain_tumor,brain_tumor_1035.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1035.jpg
brain_tumor,brain_tumor_0722.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0722.jpg
brain_tumor,brain_tumor_1116.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1116.jpg
brain_tumor,brain_tumor_1224.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1224.jpg
brain_tumor,brain_tumor_1639.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1639.jpg
brain_tumor,brain_tumor_1236.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1236.jpg
brain_tumor,brain_tumor_1254.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1254.jpg
brain_tumor,brain_tumor_1515.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1515.jpg
brain_tumor,brain_tumor_0402.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0402.jpg
brain_tumor,brain_tumor_0305.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0305.jpg
brain_tumor,brain_tumor_0026 - Copy - Copy.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0026%20-%20Copy%20-%20Copy.jpg
brain_tumor,brain_tumor_1716.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1716.jpg
brain_tumor,brain_tumor_0730.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0730.jpg
brain_tumor,brain_tumor_0641.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0641.jpg
brain_tumor,brain_tumor_0252.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0252.jpg
brain_tumor,brain_tumor_0710.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0710.jpg
brain_tumor,brain_tumor_0846.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0846.jpg
brain_tumor,brain_tumor_0452.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0452.jpg
brain_tumor,brain_tumor_1926.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1926.jpg
brain_tumor,brain_tumor_1686.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1686.jpg
brain_tumor,brain_tumor_1259.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1259.jpg
brain_tumor,brain_tumor_0228.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0228.jpg
brain_tumor,brain_tumor_1690.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1690.jpg
brain_tumor,brain_tumor_0221.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0221.jpg
brain_tumor,brain_tumor_0177.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0177.jpg
brain_tumor,brain_tumor_0277.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0277.jpg
brain_tumor,brain_tumor_1786.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1786.jpg
brain_tumor,brain_tumor_0022.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0022.jpg
brain_tumor,brain_tumor_0759.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0759.jpg
brain_tumor,brain_tumor_0417.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0417.jpg
brain_tumor,brain_tumor_0532.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0532.jpg
brain_tumor,brain_tumor_0444.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0444.jpg
brain_tumor,brain_tumor_1444.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1444.jpg
brain_tumor,brain_tumor_0996.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0996.jpg
brain_tumor,brain_tumor_0176.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0176.jpg
brain_tumor,brain_tumor_0074.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0074.jpg
brain_tumor,brain_tumor_1953.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1953.jpg
brain_tumor,brain_tumor_1595.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1595.jpg
brain_tumor,brain_tumor_0225.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0225.jpg
brain_tumor,brain_tumor_0373.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0373.jpg
brain_tumor,brain_tumor_1540.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1540.jpg
brain_tumor,brain_tumor_1268.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1268.jpg
brain_tumor,brain_tumor_1628.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1628.jpg
brain_tumor,brain_tumor_1380.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1380.jpg
brain_tumor,brain_tumor_0025 - Copy - Copy.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0025%20-%20Copy%20-%20Copy.jpg
brain_tumor,brain_tumor_1573.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1573.jpg
brain_tumor,brain_tumor_0883.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0883.jpg
brain_tumor,brain_tumor_0246.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0246.jpg
brain_tumor,brain_tumor_1814.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1814.jpg
brain_tumor,brain_tumor_1125.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1125.jpg
brain_tumor,brain_tumor_1859.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1859.jpg
brain_tumor,brain_tumor_1569.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1569.jpg
brain_tumor,brain_tumor_1010.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1010.jpg
brain_tumor,brain_tumor_1844.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1844.jpg
brain_tumor,brain_tumor_0835.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0835.jpg
brain_tumor,brain_tumor_1266.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1266.jpg
brain_tumor,brain_tumor_1114.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1114.jpg
brain_tumor,brain_tumor_0504.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0504.jpg
brain_tumor,brain_tumor_0872.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0872.jpg
brain_tumor,brain_tumor_0689.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0689.jpg
brain_tumor,brain_tumor_0497.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0497.jpg
brain_tumor,brain_tumor_0591.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0591.jpg
brain_tumor,brain_tumor_0071.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0071.jpg
brain_tumor,brain_tumor_1575.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1575.jpg
brain_tumor,brain_tumor_0737.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0737.jpg
brain_tumor,brain_tumor_0023.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0023.jpg
brain_tumor,brain_tumor_0789.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0789.jpg
brain_tumor,brain_tumor_1762.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1762.jpg
brain_tumor,brain_tumor_1079.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1079.jpg
brain_tumor,brain_tumor_1194.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1194.jpg
brain_tumor,brain_tumor_0805.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0805.jpg
brain_tumor,brain_tumor_0462.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0462.jpg
brain_tumor,brain_tumor_0515.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0515.jpg
brain_tumor,brain_tumor_1625.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1625.jpg
brain_tumor,brain_tumor_1299.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1299.jpg
brain_tumor,brain_tumor_1791.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1791.jpg
brain_tumor,brain_tumor_1042.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1042.jpg
brain_tumor,brain_tumor_0903.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0903.jpg
brain_tumor,brain_tumor_0760.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0760.jpg
brain_tumor,brain_tumor_0678.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0678.jpg
brain_tumor,brain_tumor_0364.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0364.jpg
brain_tumor,brain_tumor_0073.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0073.jpg
brain_tumor,brain_tumor_0985.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0985.jpg
brain_tumor,brain_tumor_0079.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0079.jpg
brain_tumor,brain_tumor_0101.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0101.jpg
brain_tumor,brain_tumor_0416.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0416.jpg
brain_tumor,brain_tumor_0396.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0396.jpg
brain_tumor,brain_tumor_1722.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1722.jpg
brain_tumor,brain_tumor_1169.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1169.jpg
brain_tumor,brain_tumor_1019.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1019.jpg
brain_tumor,brain_tumor_1698.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1698.jpg
brain_tumor,brain_tumor_0316.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0316.jpg
brain_tumor,brain_tumor_1456.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1456.jpg
brain_tumor,brain_tumor_0004.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0004.jpg
brain_tumor,brain_tumor_1697.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1697.jpg
brain_tumor,brain_tumor_0592.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0592.jpg
brain_tumor,brain_tumor_0394.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0394.jpg
brain_tumor,brain_tumor_1473.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1473.jpg
brain_tumor,brain_tumor_1455.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1455.jpg
brain_tumor,brain_tumor_0910.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0910.jpg
brain_tumor,brain_tumor_0949.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0949.jpg
brain_tumor,brain_tumor_0051.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0051.jpg
brain_tumor,brain_tumor_1195.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1195.jpg
brain_tumor,brain_tumor_0021 - Copy.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0021%20-%20Copy.jpg
brain_tumor,brain_tumor_0361.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0361.jpg
brain_tumor,brain_tumor_0378.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0378.jpg
brain_tumor,brain_tumor_0346.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0346.jpg
brain_tumor,brain_tumor_1997.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1997.jpg
brain_tumor,brain_tumor_1315.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1315.jpg
brain_tumor,brain_tumor_0831.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0831.jpg
brain_tumor,brain_tumor_0048.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0048.jpg
brain_tumor,brain_tumor_0325.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0325.jpg
brain_tumor,brain_tumor_1221.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1221.jpg
brain_tumor,brain_tumor_1052.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1052.jpg
brain_tumor,brain_tumor_0432.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0432.jpg
brain_tumor,brain_tumor_1407.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1407.jpg
brain_tumor,brain_tumor_0792.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0792.jpg
brain_tumor,brain_tumor_1318.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1318.jpg
brain_tumor,brain_tumor_0547.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0547.jpg
brain_tumor,brain_tumor_1043.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1043.jpg
brain_tumor,brain_tumor_0795.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0795.jpg
brain_tumor,brain_tumor_0075.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0075.jpg
brain_tumor,brain_tumor_1538.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1538.jpg
brain_tumor,brain_tumor_1742.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1742.jpg
brain_tumor,brain_tumor_1678.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1678.jpg
brain_tumor,brain_tumor_1180.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1180.jpg
brain_tumor,brain_tumor_0842.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0842.jpg
brain_tumor,brain_tumor_0460.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_0460.jpg
brain_tumor,brain_tumor_1739.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1739.jpg
brain_tumor,brain_tumor_1790.jpg,https://github.com/arush-garg/ML_Adv_Course/blob/main/05%20Fine-Tuning/data/brain_tumor/brain_tumor_1790.jpg
